"rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","True.Positive"
1623,67002,"UF3-4","20240611",7,3,45,"Tufted Titmouse",0.66319328546524,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240611_070300.wav",24,NA
1624,67001,"UF3-7","20240612",8,4,36,"Tufted Titmouse",0.714134395122528,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_080400.wav",24,NA
1625,67002,"UF3-4","20240611",7,0,30,"Tufted Titmouse",0.575381517410278,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240611_070000.wav",24,NA
1626,67004,"UF2-12","20240608",6,0,36,"Tufted Titmouse",0.55657559633255,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240608_060000.wav",23,NA
1627,67000,"UF3-9","20240601",8,1,45,"Tufted Titmouse",0.380335211753845,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080100.wav",22,NA
1628,67004,"UF2-12","20240609",6,1,21,"Tufted Titmouse",0.550365209579468,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060100.wav",23,NA
1629,67004,"UF2-12","20240525",8,2,0,"Tufted Titmouse",0.671125471591949,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_080200.wav",21,NA
1630,66999,"UF3-2","20240613",7,0,30,"Tufted Titmouse",0.653437793254852,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240613_070000.wav",24,NA
1631,66998,"UF3-1","20240529",7,2,48,"Tufted Titmouse",0.661215543746948,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240529_070200.wav",22,NA
1632,67004,"UF2-12","20240610",7,4,48,"Tufted Titmouse",0.819355010986328,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240610_070400.wav",24,NA
1633,66998,"UF3-1","20240527",7,4,3,"Tufted Titmouse",0.736514985561371,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070400.wav",22,NA
1634,67000,"UF3-9","20240601",8,1,24,"Tufted Titmouse",0.675611197948456,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080100.wav",22,NA
1635,66998,"UF3-1","20240521",7,2,27,"Tufted Titmouse",0.498243510723114,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_070200.wav",21,NA
1636,67004,"UF2-12","20240609",6,1,0,"Tufted Titmouse",0.741343796253204,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060100.wav",23,NA
1637,66998,"UF3-1","20240521",7,3,36,"Tufted Titmouse",0.523110032081604,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_070300.wav",21,NA
1638,67002,"UF3-4","20240527",8,3,51,"Tufted Titmouse",0.533020913600922,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_080300.wav",22,NA
1639,66998,"UF3-1","20240525",7,4,54,"Tufted Titmouse",0.735571265220642,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070400.wav",21,NA
1640,67004,"UF2-12","20240609",6,0,0,"Tufted Titmouse",0.564359486103058,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060000.wav",23,NA
1641,66999,"UF3-2","20240601",8,0,54,"Tufted Titmouse",0.580357432365417,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080000.wav",22,NA
1642,66999,"UF3-2","20240613",7,0,51,"Tufted Titmouse",0.784758985042572,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240613_070000.wav",24,NA
1643,67006,"UF2-6","20240530",8,3,9,"Tufted Titmouse",0.930002331733704,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240530_080300.wav",22,NA
1644,67006,"UF2-6","20240612",7,3,36,"Tufted Titmouse",0.770561873912811,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070300.wav",24,NA
1645,67000,"UF3-9","20240603",8,2,33,"Tufted Titmouse",0.413261473178864,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240603_080200.wav",23,NA
1646,66999,"UF3-2","20240613",7,0,48,"Tufted Titmouse",0.55316424369812,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240613_070000.wav",24,NA
1647,67006,"UF2-6","20240609",7,0,54,"Tufted Titmouse",0.508626639842987,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_070000.wav",23,NA
1648,66998,"UF3-1","20240525",7,4,39,"Tufted Titmouse",0.829495310783386,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070400.wav",21,NA
1649,67002,"UF3-4","20240525",7,3,3,"Tufted Titmouse",0.434786170721054,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070300.wav",21,NA
1650,66998,"UF3-1","20240521",7,2,42,"Tufted Titmouse",0.615809559822083,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_070200.wav",21,NA
1651,66998,"UF3-1","20240525",7,1,57,"Tufted Titmouse",0.397547394037247,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070100.wav",21,NA
1652,66998,"UF3-1","20240527",7,2,51,"Tufted Titmouse",0.759925365447998,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070200.wav",22,NA
1653,66998,"UF3-1","20240521",7,2,6,"Tufted Titmouse",0.591849148273468,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_070200.wav",21,NA
1654,67006,"UF2-6","20240612",7,1,24,"Tufted Titmouse",0.520440459251404,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070100.wav",24,NA
1655,67004,"UF2-12","20240607",8,4,0,"Tufted Titmouse",0.827690124511719,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240607_080400.wav",23,NA
1656,66998,"UF3-1","20240527",7,3,45,"Tufted Titmouse",0.641468584537506,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070300.wav",22,NA
1657,67002,"UF3-4","20240519",8,3,45,"Tufted Titmouse",0.419982671737671,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240519_080300.wav",20,NA
1658,67004,"UF2-12","20240605",8,2,33,"Tufted Titmouse",0.464702308177948,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240605_080200.wav",23,NA
1659,67004,"UF2-12","20240601",8,1,6,"Tufted Titmouse",0.540592074394226,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080100.wav",22,NA
1660,67004,"UF2-12","20240607",8,2,21,"Tufted Titmouse",0.845702707767487,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240607_080200.wav",23,NA
1661,67006,"UF2-6","20240530",8,2,9,"Tufted Titmouse",0.648094415664673,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240530_080200.wav",22,NA
1662,67000,"UF3-9","20240601",8,1,18,"Tufted Titmouse",0.538748145103455,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080100.wav",22,NA
1663,67005,"UF2-4","20240530",7,0,42,"Tufted Titmouse",0.61004650592804,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240530_070000.wav",22,NA
1664,67006,"UF2-6","20240610",8,1,12,"Tufted Titmouse",0.523778021335602,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240610_080100.wav",24,NA
1665,67006,"UF2-6","20240612",7,2,15,"Tufted Titmouse",0.575395703315735,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070200.wav",24,NA
1666,67006,"UF2-6","20240530",8,4,0,"Tufted Titmouse",0.477282702922821,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240530_080400.wav",22,NA
1667,67006,"UF2-6","20240610",7,1,57,"Tufted Titmouse",0.401433110237122,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240610_070100.wav",24,NA
1668,67004,"UF2-12","20240607",8,2,3,"Tufted Titmouse",0.372319400310516,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240607_080200.wav",23,NA
1669,67006,"UF2-6","20240612",7,2,30,"Tufted Titmouse",0.924334347248077,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070200.wav",24,NA
1670,66998,"UF3-1","20240521",8,3,33,"Tufted Titmouse",0.320252895355225,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_080300.wav",21,NA
1671,67004,"UF2-12","20240610",7,3,27,"Tufted Titmouse",0.632565379142761,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240610_070300.wav",24,NA
1672,67004,"UF2-12","20240609",6,0,42,"Tufted Titmouse",0.565244138240814,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060000.wav",23,NA
1673,66998,"UF3-1","20240527",7,3,51,"Tufted Titmouse",0.367191851139069,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070300.wav",22,NA
1674,67006,"UF2-6","20240612",7,2,0,"Tufted Titmouse",0.91834032535553,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070200.wav",24,NA
1675,67000,"UF3-9","20240601",8,2,0,"Tufted Titmouse",0.501073241233826,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080200.wav",22,NA
1676,67000,"UF3-9","20240523",6,1,39,"Tufted Titmouse",0.537895619869232,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240523_060100.wav",21,NA
1677,67004,"UF2-12","20240607",8,2,33,"Tufted Titmouse",0.746916830539703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240607_080200.wav",23,NA
1678,67006,"UF2-6","20240610",8,1,18,"Tufted Titmouse",0.596000850200653,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240610_080100.wav",24,NA
1679,66998,"UF3-1","20240525",8,2,3,"Tufted Titmouse",0.635510146617889,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_080200.wav",21,NA
1680,67002,"UF3-4","20240611",7,0,57,"Tufted Titmouse",0.591846704483032,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240611_070000.wav",24,NA
1681,66998,"UF3-1","20240527",7,2,48,"Tufted Titmouse",0.764981508255005,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070200.wav",22,NA
1682,66998,"UF3-1","20240525",7,2,12,"Tufted Titmouse",0.51976865530014,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070200.wav",21,NA
1683,66998,"UF3-1","20240525",7,4,33,"Tufted Titmouse",0.891144812107086,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_070400.wav",21,NA
1684,66998,"UF3-1","20240522",7,2,18,"Tufted Titmouse",0.518129408359528,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240522_070200.wav",21,NA
1685,66999,"UF3-2","20240613",7,0,21,"Tufted Titmouse",0.322170943021774,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240613_070000.wav",24,NA
1686,67003,"UF2-1","20240609",8,3,30,"Tufted Titmouse",0.641618072986603,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_080300.wav",23,NA
1687,67001,"UF3-7","20240612",8,4,45,"Tufted Titmouse",0.628006279468536,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_080400.wav",24,NA
1688,66998,"UF3-1","20240527",7,2,9,"Tufted Titmouse",0.509425282478333,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070200.wav",22,NA
1689,67004,"UF2-12","20240609",6,1,18,"Tufted Titmouse",0.545529186725616,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060100.wav",23,NA
1690,67004,"UF2-12","20240609",6,1,54,"Tufted Titmouse",0.817400515079498,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240609_060100.wav",23,NA
1691,67006,"UF2-6","20240602",8,2,45,"Tufted Titmouse",0.382303446531296,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240602_080200.wav",22,NA
1692,67002,"UF3-4","20240611",7,1,36,"Tufted Titmouse",0.348865628242493,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240611_070100.wav",24,NA
1693,67004,"UF2-12","20240525",8,1,51,"Tufted Titmouse",0.68592244386673,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_080100.wav",21,NA
1694,67004,"UF2-12","20240601",8,2,36,"Tufted Titmouse",0.555128633975983,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240601_080200.wav",22,NA
1695,67006,"UF2-6","20240612",7,2,9,"Tufted Titmouse",0.31603929400444,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240612_070200.wav",24,NA
1696,66999,"UF3-2","20240613",7,0,54,"Tufted Titmouse",0.73831182718277,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240613_070000.wav",24,NA
1697,67004,"UF2-12","20240608",6,0,57,"Tufted Titmouse",0.643396258354187,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240608_060000.wav",23,NA
1698,66998,"UF3-1","20240525",6,4,45,"Tufted Titmouse",0.466340839862823,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240525_060400.wav",21,NA
1699,66998,"UF3-1","20240527",7,2,45,"Tufted Titmouse",0.698300898075104,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240527_070200.wav",22,NA
1700,66998,"UF3-1","20240521",7,2,39,"Tufted Titmouse",0.388432621955872,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Tufted_Titmouse\20240521_070200.wav",21,NA
1701,67005,"UF2-4","20240524",8,3,27,"Wood Thrush",0.48837623000145,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240524_080300.wav",21,NA
1702,66998,"UF3-1","20240605",7,0,57,"Wood Thrush",0.904376745223999,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070000.wav",23,NA
1703,67005,"UF2-4","20240602",8,4,18,"Wood Thrush",0.802535474300385,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080400.wav",22,NA
1704,67005,"UF2-4","20240522",7,2,42,"Wood Thrush",0.820197880268097,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240522_070200.wav",21,NA
1705,66998,"UF3-1","20240601",6,0,24,"Wood Thrush",0.550254225730896,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240601_060000.wav",22,NA
1706,67005,"UF2-4","20240602",8,0,45,"Wood Thrush",0.401392668485641,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080000.wav",22,NA
1707,67004,"UF2-12","20240604",8,2,27,"Wood Thrush",0.677325904369354,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240604_080200.wav",23,NA
1708,67003,"UF2-1","20240610",7,3,51,"Wood Thrush",0.834692358970642,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240610_070300.wav",24,NA
1709,67000,"UF3-9","20240525",6,2,24,"Wood Thrush",0.440474599599838,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240525_060200.wav",21,NA
1710,67005,"UF2-4","20240602",8,0,21,"Wood Thrush",0.615053176879883,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080000.wav",22,NA
1711,66998,"UF3-1","20240605",7,1,42,"Wood Thrush",0.888460636138916,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070100.wav",23,NA
1712,66998,"UF3-1","20240605",7,1,3,"Wood Thrush",0.501659393310547,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070100.wav",23,NA
1713,66998,"UF3-1","20240605",7,1,18,"Wood Thrush",0.849512755870819,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070100.wav",23,NA
1714,67000,"UF3-9","20240601",6,3,39,"Wood Thrush",0.978192150592804,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240601_060300.wav",22,NA
1715,66998,"UF3-1","20240605",7,3,30,"Wood Thrush",0.327296555042267,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070300.wav",23,NA
1716,67003,"UF2-1","20240610",7,4,12,"Wood Thrush",0.817204535007477,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240610_070400.wav",24,NA
1717,67005,"UF2-4","20240602",8,2,42,"Wood Thrush",0.667486548423767,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080200.wav",22,NA
1718,67006,"UF2-6","20240602",6,0,48,"Wood Thrush",0.77125072479248,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_060000.wav",22,NA
1719,66998,"UF3-1","20240605",7,0,15,"Wood Thrush",0.768033564090729,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070000.wav",23,NA
1720,66998,"UF3-1","20240605",7,3,0,"Wood Thrush",0.831917524337769,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070300.wav",23,NA
1721,67005,"UF2-4","20240523",6,4,27,"Wood Thrush",0.386928975582123,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060400.wav",21,NA
1722,67005,"UF2-4","20240523",6,2,45,"Wood Thrush",0.611438930034637,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060200.wav",21,NA
1723,66998,"UF3-1","20240605",7,4,27,"Wood Thrush",0.676836907863617,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070400.wav",23,NA
1724,67005,"UF2-4","20240602",8,3,30,"Wood Thrush",0.379290699958801,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080300.wav",22,NA
1725,67005,"UF2-4","20240523",6,4,18,"Wood Thrush",0.755339384078979,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060400.wav",21,NA
1726,66998,"UF3-1","20240608",8,3,27,"Wood Thrush",0.326740950345993,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240608_080300.wav",23,NA
1727,67000,"UF3-9","20240601",6,3,51,"Wood Thrush",0.969863653182983,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240601_060300.wav",22,NA
1728,67005,"UF2-4","20240524",6,2,30,"Wood Thrush",0.344821512699127,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240524_060200.wav",21,NA
1729,67006,"UF2-6","20240603",6,0,21,"Wood Thrush",0.730147421360016,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240603_060000.wav",23,NA
1730,67005,"UF2-4","20240523",6,3,24,"Wood Thrush",0.915111482143402,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060300.wav",21,NA
1731,66998,"UF3-1","20240605",7,3,24,"Wood Thrush",0.899202406406403,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070300.wav",23,NA
1732,67005,"UF2-4","20240523",6,3,15,"Wood Thrush",0.698881089687347,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060300.wav",21,NA
1733,66998,"UF3-1","20240605",7,1,30,"Wood Thrush",0.534116804599762,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070100.wav",23,NA
1734,66998,"UF3-1","20240605",7,0,45,"Wood Thrush",0.822014927864075,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070000.wav",23,NA
1735,66998,"UF3-1","20240612",6,1,54,"Wood Thrush",0.326387733221054,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240612_060100.wav",24,NA
1736,67005,"UF2-4","20240523",6,3,18,"Wood Thrush",0.582979559898376,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060300.wav",21,NA
1737,67000,"UF3-9","20240528",6,4,45,"Wood Thrush",0.904891967773438,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240528_060400.wav",22,NA
1738,67004,"UF2-12","20240604",8,2,39,"Wood Thrush",0.576226353645325,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240604_080200.wav",23,NA
1739,66998,"UF3-1","20240608",8,2,48,"Wood Thrush",0.419577300548553,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240608_080200.wav",23,NA
1740,66998,"UF3-1","20240605",7,3,27,"Wood Thrush",0.624420642852783,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070300.wav",23,NA
1741,67005,"UF2-4","20240523",6,4,39,"Wood Thrush",0.330877631902695,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060400.wav",21,NA
1742,66998,"UF3-1","20240608",8,3,45,"Wood Thrush",0.535922884941101,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240608_080300.wav",23,NA
1743,67005,"UF2-4","20240524",6,3,24,"Wood Thrush",0.435452520847321,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240524_060300.wav",21,NA
1744,66998,"UF3-1","20240608",8,0,6,"Wood Thrush",0.909008026123047,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240608_080000.wav",23,NA
1745,66998,"UF3-1","20240606",7,0,39,"Wood Thrush",0.391187459230423,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240606_070000.wav",23,NA
1746,66998,"UF3-1","20240605",7,0,51,"Wood Thrush",0.453188270330429,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070000.wav",23,NA
1747,67005,"UF2-4","20240522",7,3,3,"Wood Thrush",0.63322913646698,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240522_070300.wav",21,NA
1748,67005,"UF2-4","20240523",6,4,0,"Wood Thrush",0.803347408771515,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240523_060400.wav",21,NA
1749,66998,"UF3-1","20240605",7,2,18,"Wood Thrush",0.689420580863953,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070200.wav",23,NA
1750,66998,"UF3-1","20240608",8,0,39,"Wood Thrush",0.61573314666748,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240608_080000.wav",23,NA
1751,67006,"UF2-6","20240602",6,0,39,"Wood Thrush",0.622252821922302,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_060000.wav",22,NA
1752,67006,"UF2-6","20240602",6,0,45,"Wood Thrush",0.756712734699249,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_060000.wav",22,NA
1753,67006,"UF2-6","20240602",6,0,57,"Wood Thrush",0.588734090328217,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_060000.wav",22,NA
1754,67000,"UF3-9","20240531",6,3,6,"Wood Thrush",0.463866680860519,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240531_060300.wav",22,NA
1755,66998,"UF3-1","20240612",6,1,3,"Wood Thrush",0.329067409038544,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240612_060100.wav",24,NA
1756,67003,"UF2-1","20240610",7,4,0,"Wood Thrush",0.911943078041077,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240610_070400.wav",24,NA
1757,67004,"UF2-12","20240604",8,2,27,"Wood Thrush",0.677325904369354,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240604_080200.wav",23,NA
1758,66998,"UF3-1","20240605",7,1,33,"Wood Thrush",0.747599601745605,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070100.wav",23,NA
1759,67005,"UF2-4","20240602",8,0,30,"Wood Thrush",0.777200102806091,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240602_080000.wav",22,NA
1760,67005,"UF2-4","20240522",7,2,36,"Wood Thrush",0.802459597587585,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240522_070200.wav",21,NA
1761,67003,"UF2-1","20240610",7,4,21,"Wood Thrush",0.866577386856079,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240610_070400.wav",24,NA
1762,66998,"UF3-1","20240605",7,2,15,"Wood Thrush",0.361398637294769,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Wood_Thrush\20240605_070200.wav",23,NA
